DATE,TIME,STREET1,STREET2,ROAD_CLASS,DISTRICT,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,INJURY,FATAL_NO,SPEEDING,REDLIGHT,ALCOHOL,HOOD_158,NEIGHBOURHOOD_158,DIVISION,row_num
2022-12-15,19:25:00,936 DIXON RD,None,Major Arterial,Etobicoke York,Snow,Dark,Loose Snow,Non-Fatal Injury,Pedestrian,25 to 29,Major,None,None,None,None,1,West Humber-Clairville,D23,2
2022-12-15,19:25:00,936 DIXON RD,None,Major Arterial,Etobicoke York,Snow,Dark,Loose Snow,Non-Fatal Injury,Pedestrian,40 to 44,Minor,None,None,None,None,1,West Humber-Clairville,D23,3
2022-12-18,22:28:00,LAKE SHORE BLVD E,LOWER JARVIS ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist,40 to 44,Major,None,None,None,None,166,St Lawrence-East Bayfront-The Islands,D51,1
2022-12-18,22:28:00,LAKE SHORE BLVD E,LOWER JARVIS ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,None,None,166,St Lawrence-East Bayfront-The Islands,D51,2
2022-12-18,22:28:00,LAKE SHORE BLVD E,LOWER JARVIS ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,25 to 29,None,None,None,None,None,166,St Lawrence-East Bayfront-The Islands,D51,3
2022-12-18,22:28:00,LAKE SHORE BLVD E,LOWER JARVIS ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,20 to 24,None,None,None,None,None,166,St Lawrence-East Bayfront-The Islands,D51,4
2022-12-19,10:47:00,MORNINGSIDE AVE,PAN AM DR,None,None,Clear,Daylight,Dry,Non-Fatal Injury,Driver,85 to 89,Major,None,None,Yes,None,134,Highland Creek,D43,1
2022-12-19,10:47:00,MORNINGSIDE AVE,PAN AM DR,None,None,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,None,None,None,Yes,None,134,Highland Creek,D43,2
2022-12-19,10:47:00,MORNINGSIDE AVE,PAN AM DR,None,None,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 4,None,None,None,Yes,None,134,Highland Creek,D43,3
2022-12-20,11:50:00,CARLINGVIEW DR,DIXON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,Minor,None,None,Yes,None,1,West Humber-Clairville,D23,1
2022-12-20,11:50:00,CARLINGVIEW DR,DIXON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,Minor,None,None,Yes,None,1,West Humber-Clairville,D23,2
2022-12-20,11:50:00,CARLINGVIEW DR,DIXON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,Minor,None,None,Yes,None,1,West Humber-Clairville,D23,3
2022-12-20,11:50:00,CARLINGVIEW DR,DIXON RD,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,20 to 24,Major,None,None,Yes,None,1,West Humber-Clairville,D23,4
2022-12-21,17:50:00,GLOUCESTER GRV,WINNETT AVE,Local,None,Clear,Dark,Wet,Non-Fatal Injury,Driver,35 to 39,None,None,None,Yes,None,106,Humewood-Cedarvale,D13,1
2022-12-21,17:50:00,GLOUCESTER GRV,WINNETT AVE,Local,None,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,30 to 34,Major,None,None,Yes,None,106,Humewood-Cedarvale,D13,2
2022-12-21,17:50:00,GLOUCESTER GRV,WINNETT AVE,Local,None,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,5 to 9,Minimal,None,None,Yes,None,106,Humewood-Cedarvale,D13,3
2022-12-21,17:50:00,GLOUCESTER GRV,WINNETT AVE,Local,None,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,0 to 4,Minor,None,None,Yes,None,106,Humewood-Cedarvale,D13,4
2022-12-21,17:50:00,GLOUCESTER GRV,WINNETT AVE,Local,None,Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,0 to 4,Minimal,None,None,Yes,None,106,Humewood-Cedarvale,D13,5
2022-12-26,1:12:00,WESTON ROAD,BIRDSTONE CRESCENT,Major Shoreline,None,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Driver,15 to 19,Minor,None,None,Yes,None,90,Junction Area,D12,1
2022-12-26,1:12:00,WESTON ROAD,BIRDSTONE CRESCENT,Major Shoreline,None,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Passenger,20 to 24,Minor,None,None,Yes,None,90,Junction Area,D12,2
2022-12-26,1:12:00,WESTON ROAD,BIRDSTONE CRESCENT,Major Shoreline,None,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Passenger,20 to 24,Minor,None,None,Yes,None,90,Junction Area,D12,3
2022-12-26,1:12:00,WESTON ROAD,BIRDSTONE CRESCENT,Major Shoreline,None,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Passenger,20 to 24,Minor,None,None,Yes,None,90,Junction Area,D12,4
2022-12-26,1:12:00,WESTON ROAD,BIRDSTONE CRESCENT,Major Shoreline,None,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Passenger,15 to 19,Major,None,None,Yes,None,90,Junction Area,D12,5
2022-12-30,22:34:00,BLOOR ST W,MONTROSE AVE,Major Arterial,Toronto and East York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,35 to 39,None,None,None,None,None,80,Palmerston-Little Italy,D14,1
2022-12-30,22:34:00,BLOOR ST W,MONTROSE AVE,Major Arterial,Toronto and East York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,40 to 44,Major,None,None,None,None,80,Palmerston-Little Italy,D14,2
2023-01-02,23:34:00,BATHURST ST,HADDINGTON AVE,Major Arterial,North York,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Driver,35 to 39,Minimal,None,None,Yes,None,39,Bedford Park-Nortown,D32,1
2023-01-02,23:34:00,BATHURST ST,HADDINGTON AVE,Major Arterial,North York,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Driver,25 to 29,Major,None,None,Yes,None,39,Bedford Park-Nortown,D32,2
2023-01-02,23:34:00,BATHURST ST,HADDINGTON AVE,Major Arterial,North York,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Passenger,10 to 14,Major,None,None,Yes,None,39,Bedford Park-Nortown,D32,3
2023-01-04,17:10:00,LAKE SHORE BLVD W,SECOND ST,Major Arterial,Etobicoke York,Rain,Dark,Wet,Fatal,Driver,60 to 64,None,None,None,Yes,None,18,New Toronto,D22,1
2023-01-04,17:10:00,LAKE SHORE BLVD W,SECOND ST,Major Arterial,Etobicoke York,Rain,Dark,Wet,Fatal,Pedestrian,55 to 59,Fatal,1,None,Yes,None,18,New Toronto,D22,2
2023-01-04,17:30:00,MARKHAM RD,FINCH AVE E,Major Arterial,Scarborough,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,75 to 79,None,None,None,Yes,None,145,Malvern West,D42,1
2023-01-04,17:30:00,MARKHAM RD,FINCH AVE E,Major Arterial,Scarborough,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,20 to 24,Major,None,None,Yes,None,145,Malvern West,D42,2
2023-01-04,17:40:00,DON MILLS RD,WYNFORD DR,Major Arterial,North York,Rain,Dark,Wet,Non-Fatal Injury,Driver,75 to 79,None,None,None,None,None,42,Banbury-Don Mills,D33,1
2023-01-04,17:40:00,DON MILLS RD,WYNFORD DR,Major Arterial,North York,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian,50 to 54,Major,None,None,None,None,42,Banbury-Don Mills,D33,2
2023-01-05,22:24:00,488 QUEEN ST W,DENISON AVE,Major Arterial,Toronto and East York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Driver,20 to 24,None,None,None,None,None,164,Wellington Place,D14,1
2023-01-05,22:24:00,488 QUEEN ST W,DENISON AVE,Major Arterial,Toronto and East York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,55 to 59,Major,None,None,None,None,164,Wellington Place,D14,2
2023-01-06,15:18:00,YONGE ST,HILLSDALE AVE E,Major Arterial,North York,Clear,Daylight,Dry,Fatal,Truck Driver,25 to 29,None,None,None,None,None,174,South Eglinton-Davisville,D53,1
2023-01-06,15:18:00,YONGE ST,HILLSDALE AVE E,Major Arterial,North York,Clear,Daylight,Dry,Fatal,Pedestrian,70 to 74,Fatal,3,None,None,None,174,South Eglinton-Davisville,D53,2
2023-01-09,1:04:00,QUEEN ST E,BOND ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Truck Driver,35 to 39,Major,None,None,Yes,Yes,168,Downtown Yonge East,D51,1
2023-01-09,1:04:00,QUEEN ST E,BOND ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,45 to 49,None,None,None,Yes,Yes,168,Downtown Yonge East,D51,2
2023-01-09,1:04:00,QUEEN ST E,BOND ST,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,20 to 24,Minor,None,None,Yes,Yes,168,Downtown Yonge East,D51,3
2023-01-09,18:30:00,4138 LAWRENCE AVE E,None,Major Arterial,Scarborough,Rain,Dark,Wet,Non-Fatal Injury,Driver,65 to 69,None,None,None,None,None,136,West Hill,D43,1
2023-01-09,18:30:00,4138 LAWRENCE AVE E,None,Major Arterial,Scarborough,Rain,Dark,Wet,Non-Fatal Injury,Driver,65 to 69,None,None,None,None,None,136,West Hill,D43,2
2023-01-09,18:30:00,4138 LAWRENCE AVE E,None,Major Arterial,Scarborough,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian,70 to 74,Major,None,None,None,None,136,West Hill,D43,3
2023-01-09,20:37:00,JANE ST,WILSON AVE,Major Arterial,North York,Rain,"Dark, artificial",Wet,Fatal,Driver,55 to 59,None,2,None,None,None,154,Oakdale-Beverley Heights,D31,1
2023-01-09,20:37:00,JANE ST,WILSON AVE,Major Arterial,North York,Rain,"Dark, artificial",Wet,Fatal,Pedestrian,60 to 64,Fatal,None,None,None,None,154,Oakdale-Beverley Heights,D31,2
2023-01-14,12:50:00,CELESTINE DR,51,None,None,Clear,Daylight,Dry,Non-Fatal Injury,Driver,75 to 79,Major,None,None,None,None,7,Willowridge-Martingrove-Richview,D23,1
2023-01-14,12:50:00,CELESTINE DR,51,None,None,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,75 to 79,Minimal,None,None,None,None,7,Willowridge-Martingrove-Richview,D23,2
2023-01-14,15:18:00,MCCOWAN RD,BELLECHASSE ST,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,35 to 39,None,None,None,None,None,142,Woburn North,D43,1
2023-01-14,15:18:00,MCCOWAN RD,BELLECHASSE ST,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,25 to 29,Major,None,None,None,None,142,Woburn North,D43,2
2023-01-14,15:18:00,MCCOWAN RD,BELLECHASSE ST,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,25 to 29,Minimal,None,None,None,None,142,Woburn North,D43,3
2023-01-15,14:55:00,PHARMACY AV,KNIGHTSBRIDGE RD,Minor Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,None,None,None,Yes,None,120,Clairlea-Birchmount,D41,1
2023-01-15,14:55:00,PHARMACY AV,KNIGHTSBRIDGE RD,Minor Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,65 to 69,None,None,None,Yes,None,120,Clairlea-Birchmount,D41,2
2023-01-15,14:55:00,PHARMACY AV,KNIGHTSBRIDGE RD,Minor Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,65 to 69,Major,None,None,Yes,None,120,Clairlea-Birchmount,D41,3
2023-01-18,17:41:00,RENFORTH DR,EGLINTON AVE W,None,None,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,85 to 89,None,None,None,Yes,None,11,Eringate-Centennial-West Deane,D22,1
2023-01-18,17:41:00,RENFORTH DR,EGLINTON AVE W,None,None,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,25 to 29,Major,None,None,Yes,None,11,Eringate-Centennial-West Deane,D22,2
2023-01-22,1:08:00,DUFFERIN ST,AUBURN AV,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,25 to 29,Major,None,None,Yes,None,92,Corso Italia-Davenport,D13,1
2023-01-22,1:08:00,DUFFERIN ST,AUBURN AV,Major Arterial,Scarborough,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,35 to 39,Major,None,None,Yes,None,92,Corso Italia-Davenport,D13,2
2023-01-24,23:59:00,THE WESTWAY,WINCOTT DR,Minor Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Fatal,Driver,85 to 89,None,None,None,None,None,7,Willowridge-Martingrove-Richview,D23,1
2023-01-24,23:59:00,THE WESTWAY,WINCOTT DR,Minor Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Fatal,Pedestrian,55 to 59,Fatal,4,None,None,None,7,Willowridge-Martingrove-Richview,D23,2
2023-01-24,23:59:00,THE WESTWAY,WINCOTT DR,Minor Arterial,Etobicoke York,Clear,"Dark, artificial",Dry,Fatal,Passenger,80 to 84,None,None,None,None,None,7,Willowridge-Martingrove-Richview,D23,3
2023-01-31,8:10:00,RENFORTH DR,SILVER DART DR,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,Minimal,None,None,Yes,None,1,West Humber-Clairville,D23,1
2023-01-31,8:10:00,RENFORTH DR,SILVER DART DR,Major Arterial,Etobicoke York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,70 to 74,Major,None,None,Yes,None,1,West Humber-Clairville,D23,2
2023-01-31,8:21:00,BLOOR ST E,Sherbourne St N,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,40 to 44,Major,None,None,Yes,None,74,North St.James Town,D51,1
2023-01-31,8:21:00,BLOOR ST E,Sherbourne St N,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,55 to 59,None,None,None,Yes,None,74,North St.James Town,D51,2
2023-01-31,8:21:00,BLOOR ST E,Sherbourne St N,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Truck Driver,unknown,None,None,None,Yes,None,74,North St.James Town,D51,3
2023-02-01,17:36:00,QUEENS QUAY E,RICHARDSON ST,Minor Arterial,Toronto and East York,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Driver,unknown,None,None,Yes,Yes,None,166,St Lawrence-East Bayfront-The Islands,D51,1
2023-02-01,17:36:00,QUEENS QUAY E,RICHARDSON ST,Minor Arterial,Toronto and East York,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian,55 to 59,Major,None,Yes,Yes,None,166,St Lawrence-East Bayfront-The Islands,D51,2
2023-02-03,18:35:00,DUBRAY AV,WILSON AV,Major Arterial,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,None,None,155,Downsview,D31,1
2023-02-03,18:35:00,DUBRAY AV,WILSON AV,Major Arterial,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,70 to 74,Major,None,None,None,None,155,Downsview,D31,2
2023-02-04,21:17:00,YONGE ST,MERTON ST,Major Arterial,Etobicoke York,Clear,Dark,Loose Snow,Fatal,Driver,45 to 49,Fatal,5,None,None,None,99,Mount Pleasant East,D53,1
2023-02-04,21:17:00,YONGE ST,MERTON ST,Major Arterial,Etobicoke York,Clear,Dark,Loose Snow,Fatal,Driver,55 to 59,Minimal,None,None,None,None,99,Mount Pleasant East,D53,2
2023-02-06,14:15:00,JANE ST,ARDAGH ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,75 to 79,None,None,None,Yes,None,114,Lambton Baby Point,D11,1
2023-02-06,14:15:00,JANE ST,ARDAGH ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,75 to 79,Major,None,None,Yes,None,114,Lambton Baby Point,D11,2
2023-02-06,22:30:00,YONGE ST,AVONDALE AVE,Major Arterial,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,35 to 39,None,None,None,None,None,153,Avondale,D32,1
2023-02-06,22:30:00,YONGE ST,AVONDALE AVE,Major Arterial,North York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,70 to 74,Major,None,None,None,None,153,Avondale,D32,2
2023-02-08,2:04:00,BURNHAMTHORPE RD,MILL ST,None,None,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Driver,30 to 34,None,None,None,None,None,11,Eringate-Centennial-West Deane,D22,1
2023-02-08,2:04:00,BURNHAMTHORPE RD,MILL ST,None,None,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,25 to 29,Major,None,None,None,None,11,Eringate-Centennial-West Deane,D22,2
2023-02-10,0:34:00,VIEWMOUNT AVE,WILLIAM R ALLEN RD S,Expressway,North York,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Driver,30 to 34,None,None,None,None,None,31,Yorkdale-Glen Park,D13,1
2023-02-10,0:34:00,VIEWMOUNT AVE,WILLIAM R ALLEN RD S,Expressway,North York,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,35 to 39,Major,None,None,None,None,31,Yorkdale-Glen Park,D13,2
2023-02-13,16:33:00,RECTORY RD,WESTON RD,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,Yes,None,113,Weston,D12,1
2023-02-13,16:33:00,RECTORY RD,WESTON RD,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,25 to 29,Major,None,None,Yes,None,113,Weston,D12,2
2023-02-13,16:33:00,RECTORY RD,WESTON RD,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,0 to 4,Minor,None,None,Yes,None,113,Weston,D12,3
2023-02-17,0:30:00,SPADINA AV,DUNDAS ST W,Major Arterial,Toronto and East York,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Driver,20 to 24,None,None,None,Yes,None,78,Kensington-Chinatown,D52,1
2023-02-17,0:30:00,SPADINA AV,DUNDAS ST W,Major Arterial,Toronto and East York,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Passenger,20 to 24,None,None,None,Yes,None,78,Kensington-Chinatown,D52,2
2023-02-17,0:30:00,SPADINA AV,DUNDAS ST W,Major Arterial,Toronto and East York,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian,20 to 24,Minor,None,None,Yes,None,78,Kensington-Chinatown,D52,3
2023-02-17,0:30:00,SPADINA AV,DUNDAS ST W,Major Arterial,Toronto and East York,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian,20 to 24,Major,None,None,Yes,None,78,Kensington-Chinatown,D52,4
2023-02-17,1:36:00,WILSON AVE,DUFFERIN ST,Major Arterial,North York,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,15 to 19,Major,None,None,None,None,33,Clanton Park,D32,1
2023-02-27,17:23:00,RICHMOND ST W,PORTLAND ST,Major Arterial,Toronto and East York,Snow,"Dusk, artificial",Loose Snow,Non-Fatal Injury,Driver,20 to 24,None,None,None,None,None,164,Wellington Place,D14,1
2023-02-27,17:23:00,RICHMOND ST W,PORTLAND ST,Major Arterial,Toronto and East York,Snow,"Dusk, artificial",Loose Snow,Non-Fatal Injury,Driver,35 to 39,None,None,None,None,None,164,Wellington Place,D14,2
2023-02-27,17:23:00,RICHMOND ST W,PORTLAND ST,Major Arterial,Toronto and East York,Snow,"Dusk, artificial",Loose Snow,Non-Fatal Injury,Pedestrian,45 to 49,Major,None,None,None,None,164,Wellington Place,D14,3
2023-03-01,15:15:00,TOWER DR,WARDEN AVE,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,None,None,None,Yes,None,119,Wexford/Maryvale,D41,1
2023-03-01,15:15:00,TOWER DR,WARDEN AVE,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,45 to 49,Major,None,None,Yes,None,119,Wexford/Maryvale,D41,2
2023-03-02,17:31:00,QUEEN'S PLATE DR,REXDALE BV,Major Arterial,Etobicoke York,Clear,Dusk,Other,Non-Fatal Injury,Driver,25 to 29,None,None,None,Yes,None,1,West Humber-Clairville,D23,1
2023-03-02,17:31:00,QUEEN'S PLATE DR,REXDALE BV,Major Arterial,Etobicoke York,Clear,Dusk,Other,Non-Fatal Injury,Pedestrian,55 to 59,Major,None,None,Yes,None,1,West Humber-Clairville,D23,2
2023-03-04,22:30:00,JANE ST,WESTON RD,Major Arterial ,Toronto and East York,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian,45 to 49,Major,None,None,None,None,115,Mount Dennis,D12,1
2023-03-09,21:15:00,RUNNYMEDE RD,DUNDAS ST W,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,unknown,None,None,None,None,None,90,Junction Area,D11,1
2023-03-09,21:15:00,RUNNYMEDE RD,DUNDAS ST W,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,30 to 34,Major,None,None,None,None,90,Junction Area,D11,2
2023-03-14,12:34:00,BATHURST ST,NASSAU ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,None,None,None,None,None,78,Kensington-Chinatown,D14,1
2023-03-14,12:34:00,BATHURST ST,NASSAU ST,Major Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,40 to 44,Major,None,None,None,None,78,Kensington-Chinatown,D14,2
2023-03-18,18:30:00,BATHURST ST,DREWRY AVE,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,None,None,None,None,None,36,Newtonbrook West,D32,1
2023-03-18,18:30:00,BATHURST ST,DREWRY AVE,Major Arterial,North York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,85 to 89,Major,None,None,None,None,36,Newtonbrook West,D32,2
2023-03-19,4:35:00,DUNDAS ST W,NOTTINGHAM DR,Major Arterial,Etobicoke York,Clear,"Dark, artificial",Ice,Fatal,Driver,35 to 39,Fatal,6,None,None,None,15,Kingsway South,D22,1
2023-03-24,20:05:00,DUFFERIN ST,NORTON AVE,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,20 to 24,Major,None,Yes,Yes,None,92,Corso Italia-Davenport,D13,1
2023-03-24,20:05:00,DUFFERIN ST,NORTON AVE,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,50 to 54,None,None,Yes,Yes,None,92,Corso Italia-Davenport,D13,2
2023-03-24,20:05:00,DUFFERIN ST,NORTON AVE,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,20 to 24,None,None,Yes,Yes,None,92,Corso Italia-Davenport,D13,3
2023-03-24,20:05:00,DUFFERIN ST,NORTON AVE,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Passenger,20 to 24,None,None,Yes,Yes,None,92,Corso Italia-Davenport,D13,4
2023-03-28,20:50:00,YONGE ST,BOWOOD AV,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,60 to 64,None,None,None,None,None,105,Lawrence Park North,D32,1
2023-03-28,20:50:00,YONGE ST,BOWOOD AV,Major Arterial,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian,60 to 64,Major,None,None,None,None,105,Lawrence Park North,D32,2
2023-03-29,17:15:00,DON MILLS RD,OVERLEA BV,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,None,None,None,None,None,44,Flemingdon Park,D55,1
2023-03-29,17:15:00,DON MILLS RD,OVERLEA BV,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,40 to 44,Major,None,None,None,None,44,Flemingdon Park,D55,2
2023-03-29,17:15:00,DON MILLS RD,OVERLEA BV,Minor Arterial,Toronto and East York,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 4,None,None,None,None,None,44,Flemingdon Park,D55,3
2023-03-29,19:45:00,WARDEN AVE,BELL ESTATE RD,Minor Arterial,Scarborough,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Driver,20 to 24,Minimal,None,None,Yes,None,120,Clairlea-Birchmount,D41,1
2023-03-29,19:45:00,WARDEN AVE,BELL ESTATE RD,Minor Arterial,Scarborough,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Driver,60 to 64,Major,None,None,Yes,None,120,Clairlea-Birchmount,D41,2
2023-03-30,14:00:00,LAWRENCE AV E,BELLAMY RD N,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,75 to 79,None,None,None,Yes,None,141,Golfdale-Cedarbrae-Woburn,D43,1
2023-03-30,14:00:00,LAWRENCE AV E,BELLAMY RD N,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,None,None,None,Yes,None,141,Golfdale-Cedarbrae-Woburn,D43,2
2023-03-30,14:00:00,LAWRENCE AV E,BELLAMY RD N,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,15 to 19,Major,None,None,Yes,None,141,Golfdale-Cedarbrae-Woburn,D43,3
2023-03-30,19:49:00,LAKE SHORE BLVD W,SUPERIOR AVE,Major Arterial,Etobicoke York,Clear,Dusk,Dry,Non-Fatal Injury,Driver,50 to 54,None,None,None,Yes,None,161,Humber Bay Shores,D22,1
2023-03-30,19:49:00,LAKE SHORE BLVD W,SUPERIOR AVE,Major Arterial,Etobicoke York,Clear,Dusk,Dry,Non-Fatal Injury,Cyclist,35 to 39,Major,None,None,Yes,None,161,Humber Bay Shores,D22,2
2023-04-01,11:05:00,LAWRENCE AV E,MOSSBANK DR,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,None,None,None,Yes,None,141,Golfdale-Cedarbrae-Woburn,D43,1
2023-04-01,11:05:00,LAWRENCE AV E,MOSSBANK DR,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 4,None,None,None,Yes,None,141,Golfdale-Cedarbrae-Woburn,D43,2
2023-04-01,11:05:00,LAWRENCE AV E,MOSSBANK DR,Major Arterial,Scarborough,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 64,Major,None,None,Yes,None,141,Golfdale-Cedarbrae-Woburn,D43,3
2023-04-04,20:10:00,YONGE ST,GLEBE RD W,Major Arterial ,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Driver,15 to 19,None,None,Yes,Yes,None,174,South Eglinton-Davisville,D53,1
2023-04-04,20:10:00,YONGE ST,GLEBE RD W,Major Arterial ,Toronto and East York,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Motorcycle Driver,20 to 24,Major,None,Yes,Yes,None,174,South Eglinton-Davisville,D53,2
